id,exam_score
630000,71.57349
630001,70.74479
630002,88.29736
630003,55.394268
630004,48.22204
630005,71.12061
630006,72.333084
630007,59.05785
630008,77.51806
630009,90.73225
630010,58.36215
630011,37.128613
630012,53.822273
630013,61.25264
630014,62.203033
630015,64.65627
630016,74.494965
630017,77.14066
630018,63.52723
630019,75.574905
630020,53.22212
630021,68.62678
630022,45.033966
630023,49.943367
630024,54.008755
630025,55.136047
630026,59.83473
630027,43.041187
630028,79.58381
630029,96.76135
630030,92.13959
630031,55.20706
630032,79.48907
630033,55.878143
630034,44.43335
630035,51.880623
630036,50.19771
630037,66.1495
630038,30.323412
630039,45.449306
630040,35.006886
630041,75.427
630042,61.196236
630043,64.818565
630044,58.228718
630045,83.092766
630046,86.47857
630047,56.380215
630048,81.08515
630049,97.45395
630050,72.481415
630051,28.89432
630052,84.25663
630053,75.63951
630054,64.56463
630055,39.72771
630056,42.72586
630057,74.003975
630058,38.876003
630059,77.09839
630060,60.723507
630061,31.261799
630062,41.548283
630063,35.48504
630064,67.40076
630065,45.849564
630066,69.61425
630067,45.84
630068,87.289665
630069,90.31885
630070,77.312416
630071,63.478184
630072,70.62862
630073,74.69037
630074,72.12141
630075,77.35324
630076,93.091324
630077,37.79713
630078,70.446075
630079,48.25606
630080,91.51791
630081,84.412476
630082,34.94093
630083,48.5544
630084,76.89796
630085,93.44896
630086,70.19575
630087,69.88437
630088,75.59117
630089,79.72451
630090,78.15517
630091,75.273895
630092,62.811512
630093,49.18096
630094,48.09842
630095,75.37926
630096,70.80752
630097,67.206764
630098,80.49438
630099,82.848
630100,73.989456
630101,31.312546
630102,37.905018
630103,58.824135
630104,69.89974
630105,35.955772
630106,47.427135
630107,69.97372
630108,33.214314
630109,94.85793
630110,54.02772
630111,81.175255
630112,87.641754
630113,76.04651
630114,69.67647
630115,54.160206
630116,58.01177
630117,74.4585
630118,59.36114
630119,83.3679
630120,44.793022
630121,58.39648
630122,39.010784
630123,47.090088
630124,79.393845
630125,65.17784
630126,34.970512
630127,52.55489
630128,65.46652
630129,87.02758
630130,45.272926
630131,59.551086
630132,50.981884
630133,75.135735
630134,45.021187
630135,93.59559
630136,57.470215
630137,34.331715
630138,74.41716
630139,53.147224
630140,35.239777
630141,48.07395
630142,37.91451
630143,51.050083
630144,73.78128
630145,73.37681
630146,67.06085
630147,73.43564
630148,41.707485
630149,76.87111
630150,55.25699
630151,69.49166
630152,62.829754
630153,43.057602
630154,61.96467
630155,26.12351
630156,71.86938
630157,49.75149
630158,76.17481
630159,57.22441
630160,62.225185
630161,77.677025
630162,54.648495
630163,65.54884
630164,36.182133
630165,72.31001
630166,64.20448
630167,57.44768
630168,72.16054
630169,85.4223
630170,59.477604
630171,58.882812
630172,47.631798
630173,72.97946
630174,43.722427
630175,92.13954
630176,90.751015
630177,65.03079
630178,80.7889
630179,23.115267
630180,52.59472
630181,46.7866
630182,55.790756
630183,63.644455
630184,37.41626
630185,71.59107
630186,89.57677
630187,54.485043
630188,70.266045
630189,69.82918
630190,40.14915
630191,63.95147
630192,86.38005
630193,93.1105
630194,38.42928
630195,63.14222
630196,72.17374
630197,36.09309
630198,88.56924
630199,88.74819
630200,51.803722
630201,54.316944
630202,54.916836
630203,38.89774
630204,53.807293
630205,72.395065
630206,63.97858
630207,83.54065
630208,73.9958
630209,51.188416
630210,57.179253
630211,69.45012
630212,82.44665
630213,79.82356
630214,48.765125
630215,42.412003
630216,84.49717
630217,49.375614
630218,77.10886
630219,56.29053
630220,69.42189
630221,70.09092
630222,35.49778
630223,56.675423
630224,72.44497
630225,71.712585
630226,53.06633
630227,84.33646
630228,38.173557
630229,58.750633
630230,63.114365
630231,58.476982
630232,86.02914
630233,40.663727
630234,82.3148
630235,44.79871
630236,58.024536
630237,93.98463
630238,52.408157
630239,46.494072
630240,55.74605
630241,45.450443
630242,75.31659
630243,63.68697
630244,60.267925
630245,96.73058
630246,42.334766
630247,60.434113
630248,82.51675
630249,29.142775
630250,36.590435
630251,47.86391
630252,70.44651
630253,65.556244
630254,55.923267
630255,80.3427
630256,67.87423
630257,66.000946
630258,75.16391
630259,71.94958
630260,55.991512
630261,69.93401
630262,34.234932
630263,33.152706
630264,64.96684
630265,71.45438
630266,79.86116
630267,87.409065
630268,90.45379
630269,61.292065
630270,31.793396
630271,72.96031
630272,36.324375
630273,62.145813
630274,50.197
630275,42.548603
630276,41.21102
630277,82.76675
630278,59.415527
630279,51.996544
630280,80.531334
630281,69.96501
630282,35.07706
630283,39.910862
630284,51.349342
630285,49.903713
630286,52.79905
630287,70.695045
630288,75.59627
630289,41.765583
630290,77.3168
630291,26.489868
630292,49.257626
630293,77.936745
630294,88.00124
630295,32.72956
630296,61.706245
630297,53.233345
630298,47.9604
630299,40.736443
630300,59.753414
630301,88.77927
630302,45.35103
630303,88.32525
630304,69.840996
630305,87.11592
630306,87.11707
630307,56.249958
630308,53.585827
630309,79.82382
630310,57.605286
630311,55.288322
630312,44.9905
630313,90.032555
630314,63.065994
630315,94.55166
630316,30.519604
630317,73.57123
630318,89.29052
630319,56.08889
630320,68.40468
630321,35.454517
630322,68.55185
630323,64.29773
630324,59.865967
630325,72.96512
630326,73.52251
630327,69.810684
630328,75.10739
630329,73.85445
630330,46.337215
630331,65.75535
630332,61.154575
630333,43.116734
630334,56.323135
630335,50.053608
630336,41.87463
630337,54.700237
630338,44.572857
630339,88.64433
630340,34.31827
630341,62.11584
630342,82.89181
630343,62.722256
630344,84.37303
630345,23.789747
630346,46.20726
630347,73.514305
630348,76.63639
630349,67.0786
630350,64.770805
630351,53.867428
630352,78.35387
630353,74.136795
630354,50.28854
630355,43.484364
630356,68.15431
630357,63.518787
630358,63.507626
630359,54.472824
630360,75.03389
630361,43.81258
630362,72.88877
630363,88.85524
630364,69.27446
630365,68.2082
630366,65.616806
630367,74.35868
630368,49.836136
630369,68.1823
630370,54.271408
630371,58.32037
630372,60.82882
630373,51.43641
630374,85.429825
630375,38.55915
630376,46.624847
630377,76.883766
630378,53.97858
630379,57.12966
630380,63.25614
630381,50.434727
630382,86.51362
630383,30.399347
630384,69.86576
630385,79.17297
630386,89.929726
630387,86.02745
630388,42.558693
630389,63.684486
630390,74.54245
630391,79.84719
630392,37.573147
630393,49.935955
630394,63.84161
630395,42.662205
630396,49.867626
630397,83.659065
630398,71.376976
630399,61.660072
630400,69.56041
630401,49.17782
630402,31.657442
630403,44.510014
630404,80.360954
630405,38.584595
630406,69.654175
630407,73.31615
630408,84.75637
630409,55.479305
630410,62.899254
630411,74.509254
630412,85.6386
630413,79.79907
630414,44.788506
630415,57.60686
630416,74.55627
630417,55.62763
630418,60.54575
630419,45.71522
630420,66.935745
630421,81.471725
630422,52.86238
630423,30.768902
630424,45.718487
630425,52.802483
630426,66.75167
630427,61.45425
630428,85.173
630429,86.72503
630430,58.73253
