id,exam_score
630000,72.4635
630001,69.69373
630002,87.66414
630003,55.529434
630004,47.956863
630005,70.83607
630006,73.233826
630007,59.570553
630008,78.27819
630009,90.54615
630010,58.426796
630011,37.615295
630012,53.834774
630013,61.820038
630014,61.991314
630015,65.02908
630016,73.91757
630017,76.7891
630018,63.868385
630019,74.74571
630020,53.067314
630021,68.07075
630022,44.84404
630023,49.285496
630024,54.429195
630025,53.975685
630026,60.06818
630027,42.73917
630028,79.43299
630029,96.72048
630030,92.0796
630031,55.067062
630032,79.23954
630033,55.65184
630034,44.36078
630035,51.863712
630036,51.141903
630037,65.97458
630038,30.801138
630039,45.674053
630040,33.667618
630041,74.745514
630042,61.515823
630043,65.13468
630044,58.678825
630045,83.41392
630046,86.72673
630047,56.07452
630048,80.58679
630049,97.34771
630050,72.05646
630051,28.448917
630052,84.14501
630053,76.10987
630054,65.06556
630055,39.333607
630056,41.68354
630057,73.97753
630058,38.583595
630059,78.076256
630060,60.59416
630061,30.008585
630062,41.20333
630063,35.562153
630064,67.43447
630065,45.72083
630066,69.2359
630067,46.01283
630068,87.192894
630069,90.25707
630070,76.768074
630071,63.669506
630072,71.07517
630073,75.240326
630074,71.89567
630075,77.83776
630076,92.58508
630077,37.819595
630078,70.19492
630079,48.186314
630080,91.61915
630081,83.38906
630082,35.142925
630083,49.428513
630084,77.12659
630085,93.16747
630086,70.320114
630087,69.23818
630088,75.28112
630089,78.70453
630090,78.470695
630091,74.82988
630092,62.16759
630093,48.27224
630094,48.55123
630095,75.17011
630096,70.929855
630097,67.176414
630098,80.3694
630099,83.13614
630100,73.97433
630101,30.31024
630102,38.124313
630103,58.662903
630104,69.36534
630105,37.016575
630106,46.80584
630107,69.262924
630108,33.773502
630109,95.2592
630110,52.688087
630111,81.63908
630112,87.794395
630113,74.85705
630114,68.56549
630115,54.170914
630116,57.93838
630117,74.45114
630118,58.87976
630119,83.44516
630120,44.099655
630121,57.18639
630122,40.004112
630123,46.641186
630124,78.23991
630125,65.27153
630126,34.9666
630127,52.63741
630128,65.79504
630129,86.237976
630130,45.254314
630131,60.186325
630132,50.632515
630133,75.36312
630134,45.545437
630135,93.62832
630136,57.35475
630137,34.280056
630138,74.44895
630139,52.399788
