id,exam_score
630000,88.11314
630001,88.79792
630002,94.55896
630003,94.55896
630004,91.66056
630005,91.66056
630006,94.55896
630007,90.28213
630008,88.11314
630009,92.04602
630010,92.04602
630011,89.34289
630012,76.313965
630013,94.55896
630014,76.95443
630015,91.66056
630016,88.11314
630017,95.14302
630018,90.5378
630019,94.55896
630020,87.726204
630021,91.66056
630022,87.726204
630023,84.14385
630024,91.66056
630025,93.647026
630026,87.726204
630027,94.55896
630028,94.55896
630029,94.55896
630030,87.726204
630031,91.12334
630032,95.14302
630033,94.55896
630034,82.313286
630035,92.97015
630036,92.88478
630037,87.726204
630038,86.36519
630039,95.14302
630040,76.71542
630041,92.04602
630042,91.66056
630043,91.66056
630044,94.55896
630045,91.66056
630046,94.55896
630047,91.66056
630048,91.66056
630049,94.55896
630050,91.66056
630051,90.5378
630052,87.726204
630053,95.14302
630054,88.79792
630055,91.66056
630056,91.66056
630057,92.04602
630058,76.92684
630059,92.04602
630060,94.55896
630061,89.63891
630062,72.86248
630063,73.17096
630064,94.55896
630065,86.08851
630066,87.726204
630067,94.55896
630068,90.5378
630069,92.04602
630070,94.55896
630071,94.55896
630072,91.66056
630073,92.04602
630074,94.55896
630075,90.5378
630076,91.66056
630077,88.23364
630078,87.726204
630079,90.5378
630080,92.04602
630081,94.55896
630082,81.83032
630083,73.670395
630084,90.5378
630085,94.55896
630086,92.04602
630087,86.36519
630088,94.55896
630089,87.726204
630090,91.66056
630091,95.14302
630092,91.66056
630093,91.12334
630094,88.11314
630095,90.5378
630096,91.66056
630097,91.66056
630098,92.97015
630099,90.28213
630100,91.66056
630101,80.278404
630102,83.14423
630103,91.66056
630104,94.55896
630105,87.726204
630106,81.3177
630107,91.66056
630108,86.970184
630109,94.55896
630110,86.20722
630111,88.11314
630112,91.66056
630113,90.5378
630114,91.12334
630115,91.66056
630116,91.3851
630117,91.12334
630118,92.04602
630119,91.66056
630120,91.66056
630121,91.66056
630122,73.17096
630123,94.3524
630124,92.04602
630125,88.11314
630126,79.94552
630127,87.726204
630128,92.97015
630129,95.14302
630130,83.48447
630131,87.726204
630132,87.726204
630133,90.5378
630134,92.53483
630135,92.71339
630136,88.966415
630137,90.71806
630138,91.66056
630139,94.55896
630140,79.694305
630141,91.66056
630142,91.66056
630143,90.5378
630144,91.66056
630145,91.66056
630146,86.36519
630147,91.66056
630148,94.55896
630149,87.726204
630150,91.66056
630151,91.66056
630152,94.55896
630153,76.75092
630154,95.14302
630155,86.3746
630156,90.5378
630157,86.36519
630158,91.66056
630159,83.64601
630160,91.66056
630161,95.14302
630162,94.55896
630163,87.726204
630164,74.016624
630165,87.726204
630166,91.66056
630167,87.726204
630168,91.66056
630169,90.28213
630170,94.55896
630171,90.5378
630172,91.12334
630173,87.726204
630174,91.66056
630175,92.04602
630176,91.66056
630177,91.66056
630178,87.726204
630179,67.68668
630180,80.01106
630181,73.670395
630182,92.04602
630183,94.55896
630184,85.65684
630185,92.04602
630186,91.66056
630187,91.66056
630188,91.66056
630189,92.04602
630190,73.914055
630191,92.04602
630192,90.5378
630193,91.66056
630194,89.88552
630195,90.5378
630196,91.66056
630197,83.648155
630198,91.66056
630199,94.55896
630200,76.72438
630201,90.5378
630202,91.66056
630203,92.44234
630204,95.14302
630205,94.55896
630206,95.14302
630207,94.55896
630208,91.66056
630209,76.23581
630210,91.66056
630211,91.66056
630212,91.66056
630213,94.55896
630214,90.28213
630215,91.66056
630216,91.66056
630217,95.14302
630218,91.66056
630219,91.66056
630220,88.11314
630221,86.36519
630222,76.32482
630223,77.74915
630224,91.66056
630225,88.11314
630226,92.04602
630227,95.14302
630228,79.8659
630229,93.97356
630230,88.11314
630231,90.5378
630232,94.55896
630233,80.139244
630234,88.11314
630235,94.55896
630236,87.726204
630237,91.66056
630238,91.66056
630239,94.93388
630240,91.66056
630241,90.5378
630242,91.66056
630243,95.14302
630244,91.66056
630245,91.66056
630246,73.670395
630247,88.966415
630248,91.66056
630249,76.95443
630250,87.726204
630251,77.1151
630252,91.66056
630253,87.726204
630254,87.726204
630255,95.14302
630256,91.66056
630257,91.66056
630258,91.66056
630259,94.55896
630260,91.66056
630261,92.04602
630262,92.44052
630263,75.13344
630264,90.5378
630265,92.04602
630266,95.14302
630267,94.55896
630268,91.66056
630269,91.66056
630270,79.96057
630271,94.55896
630272,87.726204
630273,95.14302
630274,90.5378
630275,90.5378
630276,87.726204
630277,91.66056
630278,91.66056
630279,73.17096
630280,94.55896
630281,94.55896
630282,89.776566
630283,90.5378
630284,82.77605
630285,87.726204
630286,90.5378
630287,91.66056
630288,91.66056
630289,72.87846
630290,92.04602
630291,72.8493
630292,91.66056
630293,91.66056
630294,91.12334
630295,89.81121
630296,88.11314
630297,83.19493
630298,91.66056
630299,79.0627
630300,90.08146
630301,94.55896
630302,78.92662
630303,95.14302
630304,91.66056
630305,92.04602
630306,90.5378
630307,94.55896
630308,88.11314
630309,91.66056
630310,87.726204
630311,80.278404
630312,94.55896
630313,94.55896
630314,90.5378
630315,92.04602
630316,70.14071
630317,94.55896
630318,94.55896
630319,94.55896
630320,94.55896
630321,88.11314
630322,87.726204
630323,92.04602
630324,92.04602
630325,94.55896
630326,92.04602
630327,91.66056
630328,88.11314
630329,91.66056
630330,92.852234
630331,87.726204
630332,94.55896
630333,80.06334
630334,92.04602
630335,88.79792
630336,83.591576
630337,94.55896
630338,84.30923
630339,87.726204
630340,79.8659
630341,86.76064
630342,92.04602
630343,94.55896
630344,95.14302
630345,75.99093
630346,76.00386
630347,92.04602
630348,91.66056
630349,94.55896
630350,91.66056
630351,87.726204
630352,87.726204
630353,91.66056
630354,91.66056
630355,79.518105
630356,87.726204
630357,88.11314
630358,91.66056
630359,94.55896
630360,95.14302
630361,83.648155
630362,88.11314
630363,91.66056
630364,94.55896
630365,87.726204
630366,92.04602
630367,94.55896
630368,91.66056
630369,91.66056
630370,92.01157
630371,91.12334
630372,87.726204
630373,87.726204
630374,90.28213
630375,73.670395
630376,94.55896
630377,91.66056
630378,87.726204
630379,91.66056
630380,90.5378
630381,87.726204
630382,94.55896
630383,76.19217
630384,95.79027
630385,92.04602
630386,92.71339
630387,91.66056
630388,83.1504
630389,91.66056
630390,90.28213
630391,92.04602
630392,72.86248
630393,77.38656
630394,94.55896
630395,91.66056
630396,90.28213
630397,91.66056
630398,92.04602
630399,91.12334
630400,95.14302
630401,90.10416
630402,73.17096
630403,87.726204
630404,94.55896
630405,87.726204
630406,92.04602
630407,94.55896
630408,92.04602
630409,85.43425
630410,84.14385
630411,88.11314
630412,90.5378
630413,91.66056
630414,87.726204
630415,92.97015
630416,94.55896
630417,94.55896
630418,92.97015
630419,91.12334
630420,91.66056
630421,92.04602
630422,78.327385
630423,85.028435
630424,91.66056
630425,95.14302
630426,88.11314
630427,91.66056
630428,91.66056
630429,87.726204
630430,94.55896
630431,90.5378
630432,90.551346
630433,94.55896
630434,91.12334
630435,73.12342
630436,90.5378
630437,95.14302
630438,82.949486
630439,85.801704
630440,91.66056
630441,89.51627
630442,90.45004
630443,90.5378
630444,92.04602
630445,91.66056
630446,87.726204
630447,94.55896
630448,87.726204
630449,72.86248
630450,94.55896
630451,88.11314
630452,78.45329
630453,92.97015
630454,95.14302
630455,92.04602
630456,67.50113
630457,91.12334
630458,79.184204
630459,92.04602
630460,74.359566
630461,91.66056
630462,86.78814
630463,88.11314
630464,84.532555
630465,89.273674
630466,94.55896
630467,94.55896
630468,90.5378
630469,91.66056
630470,80.278404
630471,88.11314
630472,94.55896
630473,91.66056
630474,91.66056
630475,88.11314
630476,94.55896
630477,79.54821
630478,95.14302
630479,94.55896
630480,77.74915
630481,91.66056
630482,87.726204
630483,72.64031
630484,95.14302
630485,87.726204
630486,90.5378
630487,88.966415
630488,90.5378
630489,90.5378
630490,88.11314
630491,92.04602
630492,95.14302
630493,92.04602
630494,65.55542
630495,68.47735
630496,93.719
630497,79.694305
630498,92.71339
630499,94.55896
630500,92.97015
630501,91.66056
630502,88.11314
630503,73.17096
630504,88.11314
630505,88.11314
630506,94.55896
630507,94.55896
630508,92.04602
630509,92.04602
630510,83.591576
630511,79.809814
630512,94.55896
630513,92.04602
630514,74.76255
630515,88.11314
630516,90.5378
630517,90.5378
630518,91.66056
630519,79.96613
630520,84.84587
630521,92.04602
630522,94.55896
630523,87.726204
630524,87.726204
630525,91.66056
630526,83.37207
630527,87.726204
630528,94.55896
630529,94.55896
630530,87.726204
630531,91.66056
630532,87.726204
630533,88.11314
630534,87.726204
630535,94.55896
630536,91.66056
630537,92.71339
630538,90.5378
630539,92.71077
630540,87.726204
630541,91.66056
630542,94.55896
630543,90.28213
630544,88.966415
630545,91.66056
630546,91.66056
630547,87.726204
630548,95.14302
630549,87.726204
630550,74.76255
630551,87.726204
630552,84.25499
630553,91.66056
630554,90.28213
630555,91.66056
630556,86.99977
630557,85.13938
630558,94.55896
630559,90.5378
630560,90.5378
630561,91.66056
630562,77.26608
630563,91.66056
630564,92.04602
630565,91.12334
630566,87.19729
630567,87.726204
630568,94.55896
630569,91.75809
630570,94.55896
630571,87.726204
630572,91.769005
630573,92.04602
630574,91.66056
630575,91.66056
630576,94.55896
630577,90.28213
630578,94.55896
630579,92.04602
630580,90.5378
630581,94.55896
630582,87.726204
630583,90.5378
630584,89.70309
630585,92.04602
630586,91.66056
630587,92.04602
630588,94.55896
630589,91.1398
630590,94.55896
630591,91.66056
630592,92.04602
630593,92.04602
630594,88.11314
630595,80.51624
630596,94.55896
630597,88.79792
630598,87.726204
630599,87.726204
630600,87.726204
630601,86.139404
630602,79.96613
630603,76.51384
630604,91.66056
630605,95.14302
630606,94.55896
630607,91.66056
630608,87.9689
630609,88.79792
630610,94.55896
630611,73.670395
630612,90.5378
630613,95.14302
630614,95.14302
630615,91.66056
630616,92.04602
630617,92.04602
630618,87.726204
630619,94.55896
630620,87.726204
630621,91.12334
630622,91.12334
630623,94.55896
630624,91.66056
630625,94.55896
630626,94.55896
630627,87.726204
630628,91.66056
630629,75.9625
630630,83.07158
630631,80.40797
630632,91.66056
630633,87.726204
630634,88.11314
630635,91.12334
630636,83.64601
630637,95.14302
630638,92.04602
630639,75.11959
630640,92.04602
630641,91.66056
630642,86.36519
630643,88.11314
630644,76.39786
630645,94.55896
630646,89.70309
630647,88.11314
630648,90.5378
630649,94.55896
630650,91.66056
630651,91.12334
630652,88.11314
630653,91.66056
630654,87.726204
630655,91.80887
630656,91.12334
630657,92.04602
630658,88.11314
630659,90.5378
630660,88.3605
630661,86.36519
630662,89.37515
630663,81.589455
630664,87.726204
630665,86.75859
630666,95.14302
630667,91.66056
630668,87.726204
630669,87.726204
630670,94.55896
630671,92.04602
630672,91.66056
630673,66.153015
630674,91.66056
630675,91.12334
630676,87.726204
630677,88.11314
630678,92.04602
630679,82.77605
630680,88.11314
630681,87.726204
630682,91.66056
630683,92.04602
630684,89.629555
630685,94.55896
630686,87.726204
630687,94.55896
630688,91.66056
630689,79.42451
630690,90.28213
630691,88.11314
630692,79.57093
630693,90.5378
630694,90.5378
630695,90.5378
630696,88.11314
630697,87.13994
630698,95.14302
630699,91.66056
630700,92.04602
630701,87.726204
630702,88.11314
630703,80.51328
630704,90.28213
630705,88.11314
630706,92.04602
630707,79.484406
630708,91.66056
630709,91.66056
630710,91.66056
630711,94.55896
630712,76.74962
630713,94.55896
630714,87.726204
630715,91.66056
630716,87.726204
630717,75.11959
630718,94.55896
630719,84.04709
630720,94.55896
630721,91.12334
630722,92.04602
630723,89.52779
630724,87.726204
630725,95.14302
630726,90.28213
630727,88.11314
630728,75.13344
630729,82.77605
630730,87.726204
630731,91.66056
630732,73.670395
630733,92.04602
630734,92.04602
630735,87.726204
630736,92.04602
630737,91.66056
630738,91.66056
630739,92.97015
630740,89.323425
630741,91.66056
630742,91.66056
630743,89.81121
630744,91.66056
630745,95.14302
630746,91.66056
630747,94.55896
630748,80.41964
630749,91.66056
630750,91.66056
630751,91.12334
630752,91.66056
630753,92.04602
630754,91.12334
630755,91.66056
630756,91.66056
630757,82.26081
630758,91.788
630759,91.66056
630760,91.66056
630761,78.77942
630762,92.04602
630763,95.14302
630764,91.66056
630765,88.32517
630766,89.83552
630767,72.44248
630768,91.66056
630769,87.726204
630770,94.55896
630771,91.66056
630772,68.5528
630773,90.28213
630774,88.11314
630775,87.726204
630776,90.28213
630777,94.55896
630778,94.55896
630779,95.14302
630780,91.66056
630781,91.66056
630782,94.55896
630783,94.55896
630784,87.726204
630785,94.55896
630786,88.11314
630787,92.04602
630788,87.726204
630789,95.14302
630790,72.8493
630791,87.726204
630792,92.04602
630793,91.66056
630794,84.83799
630795,95.14302
630796,79.961784
630797,69.86376
630798,91.66056
630799,92.04602
630800,73.670395
630801,73.471886
630802,89.88174
630803,91.66056
630804,91.66056
630805,88.11314
630806,87.34816
630807,91.66056
630808,90.5378
630809,72.40761
630810,65.55542
630811,91.66056
630812,91.66056
630813,94.55896
630814,94.55896
630815,87.726204
630816,91.66056
630817,91.66056
630818,91.66056
630819,92.04602
630820,91.66056
630821,91.66056
630822,88.81098
630823,87.726204
630824,91.66056
630825,91.66056
630826,90.28213
630827,94.55896
630828,70.85934
630829,94.55896
630830,65.79457
630831,92.04602
630832,95.14302
630833,95.14302
630834,91.66056
630835,90.5378
630836,88.11314
630837,90.5378
630838,90.28213
630839,88.11314
630840,91.66056
630841,90.88516
630842,87.726204
630843,95.14302
630844,88.11314
630845,95.14302
630846,91.66056
630847,91.66056
630848,73.670395
630849,90.5378
630850,94.55896
630851,91.66056
630852,90.5378
630853,87.726204
630854,94.55896
630855,94.55896
630856,91.66056
630857,91.66056
630858,90.28213
630859,95.14302
630860,87.726204
630861,91.66056
630862,92.04602
630863,87.726204
630864,91.66056
630865,92.04602
630866,81.308624
630867,92.04602
630868,92.04602
630869,94.55896
630870,86.36519
630871,92.04602
630872,87.726204
630873,90.5378
630874,76.245445
630875,91.12334
630876,87.726204
630877,92.04602
630878,89.273674
630879,94.55896
630880,86.36519
630881,86.774994
630882,90.5378
630883,91.66056
630884,75.13344
630885,90.5378
630886,90.28213
630887,92.71339
630888,94.55896
630889,91.66056
630890,91.66056
630891,88.11314
630892,80.01106
630893,94.55896
630894,91.66056
630895,81.21847
630896,87.726204
630897,90.5378
630898,73.670395
630899,84.30923
630900,72.65696
630901,92.04602
630902,73.670395
630903,91.66056
630904,91.66056
630905,90.5378
630906,83.83144
630907,91.3851
630908,73.670395
630909,91.66056
630910,91.66056
630911,87.726204
630912,92.879425
630913,88.966415
630914,91.66056
630915,87.726204
630916,65.90393
630917,88.966415
630918,87.726204
630919,91.66056
630920,91.66056
630921,91.66056
630922,88.11314
630923,91.66056
630924,91.66056
630925,92.04602
630926,87.726204
630927,87.1328
630928,92.04602
630929,88.79792
630930,91.66056
630931,91.66056
630932,92.04602
630933,73.829216
630934,95.14302
630935,94.55896
630936,95.14302
630937,91.66056
630938,87.726204
630939,94.55896
630940,92.04602
630941,88.830956
630942,94.55896
630943,91.66056
630944,88.11314
630945,86.21886
630946,73.670395
630947,76.422226
630948,87.01084
630949,91.66056
630950,94.55896
630951,88.11314
630952,91.66056
630953,94.55896
630954,85.65684
630955,66.153015
630956,91.66056
630957,73.47289
630958,91.66056
630959,92.04602
630960,87.726204
630961,91.12334
630962,88.11314
630963,95.14302
630964,92.04602
630965,92.04602
